state,type,year,category,total_enrollment,tuition_cost,enrollment
Alabama,Private,1985,American Indian / Alaska Native,142572,13256.0,708
Alabama,Private,1985,Asian,142572,13256.0,1434
Alabama,Private,1985,Black,142572,13256.0,67014
Alabama,Private,1985,Hispanic,142572,13256.0,3528
Alabama,Private,1985,Native Hawaiian / Pacific Islander,142572,13256.0,54
Alabama,Private,1985,Non-Resident Foreign,142572,13256.0,2796
Alabama,Private,1985,Total Minority,142572,13256.0,74118
Alabama,Private,1985,Two Or More Races,142572,13256.0,1380
Alabama,Private,1985,White,142572,13256.0,58098
Alabama,Private,1995,American Indian / Alaska Native,142572,19872.0,708
Alabama,Private,1995,Asian,142572,19872.0,1434
Alabama,Private,1995,Black,142572,19872.0,67014
Alabama,Private,1995,Hispanic,142572,19872.0,3528
Alabama,Private,1995,Native Hawaiian / Pacific Islander,142572,19872.0,54
Alabama,Private,1995,Non-Resident Foreign,142572,19872.0,2796
Alabama,Private,1995,Total Minority,142572,19872.0,74118
Alabama,Private,1995,Two Or More Races,142572,19872.0,1380
Alabama,Private,1995,White,142572,19872.0,58098
Alabama,Private,2000,American Indian / Alaska Native,142572,23117.833333333332,708
Alabama,Private,2000,Asian,142572,23117.833333333332,1434
Alabama,Private,2000,Black,142572,23117.833333333332,67014
Alabama,Private,2000,Hispanic,142572,23117.833333333332,3528
Alabama,Private,2000,Native Hawaiian / Pacific Islander,142572,23117.833333333332,54
Alabama,Private,2000,Non-Resident Foreign,142572,23117.833333333332,2796
Alabama,Private,2000,Total Minority,142572,23117.833333333332,74118
Alabama,Private,2000,Two Or More Races,142572,23117.833333333332,1380
Alabama,Private,2000,White,142572,23117.833333333332,58098
Alabama,Private,2001,American Indian / Alaska Native,142572,24064.166666666668,708
Alabama,Private,2001,Asian,142572,24064.166666666668,1434
Alabama,Private,2001,Black,142572,24064.166666666668,67014
Alabama,Private,2001,Hispanic,142572,24064.166666666668,3528
Alabama,Private,2001,Native Hawaiian / Pacific Islander,142572,24064.166666666668,54
Alabama,Private,2001,Non-Resident Foreign,142572,24064.166666666668,2796
Alabama,Private,2001,Total Minority,142572,24064.166666666668,74118
Alabama,Private,2001,Two Or More Races,142572,24064.166666666668,1380
Alabama,Private,2001,White,142572,24064.166666666668,58098
Alabama,Private,2002,American Indian / Alaska Native,142572,25222.166666666668,708
Alabama,Private,2002,Asian,142572,25222.166666666668,1434
Alabama,Private,2002,Black,142572,25222.166666666668,67014
Alabama,Private,2002,Hispanic,142572,25222.166666666668,3528
Alabama,Private,2002,Native Hawaiian / Pacific Islander,142572,25222.166666666668,54
Alabama,Private,2002,Non-Resident Foreign,142572,25222.166666666668,2796
Alabama,Private,2002,Total Minority,142572,25222.166666666668,74118
Alabama,Private,2002,Two Or More Races,142572,25222.166666666668,1380
Alabama,Private,2002,White,142572,25222.166666666668,58098
Alabama,Private,2003,American Indian / Alaska Native,142572,26592.333333333332,708
Alabama,Private,2003,Asian,142572,26592.333333333332,1434
Alabama,Private,2003,Black,142572,26592.333333333332,67014
Alabama,Private,2003,Hispanic,142572,26592.333333333332,3528
Alabama,Private,2003,Native Hawaiian / Pacific Islander,142572,26592.333333333332,54
Alabama,Private,2003,Non-Resident Foreign,142572,26592.333333333332,2796
Alabama,Private,2003,Total Minority,142572,26592.333333333332,74118
Alabama,Private,2003,Two Or More Races,142572,26592.333333333332,1380
Alabama,Private,2003,White,142572,26592.333333333332,58098
Alabama,Private,2004,American Indian / Alaska Native,142572,27331.5,708
Alabama,Private,2004,Asian,142572,27331.5,1434
Alabama,Private,2004,Black,142572,27331.5,67014
Alabama,Private,2004,Hispanic,142572,27331.5,3528
Alabama,Private,2004,Native Hawaiian / Pacific Islander,142572,27331.5,54
Alabama,Private,2004,Non-Resident Foreign,142572,27331.5,2796
Alabama,Private,2004,Total Minority,142572,27331.5,74118
Alabama,Private,2004,Two Or More Races,142572,27331.5,1380
Alabama,Private,2004,White,142572,27331.5,58098
Alabama,Private,2005,American Indian / Alaska Native,142572,27981.333333333332,708
Alabama,Private,2005,Asian,142572,27981.333333333332,1434
Alabama,Private,2005,Black,142572,27981.333333333332,67014
Alabama,Private,2005,Hispanic,142572,27981.333333333332,3528
Alabama,Private,2005,Native Hawaiian / Pacific Islander,142572,27981.333333333332,54
Alabama,Private,2005,Non-Resident Foreign,142572,27981.333333333332,2796
Alabama,Private,2005,Total Minority,142572,27981.333333333332,74118
Alabama,Private,2005,Two Or More Races,142572,27981.333333333332,1380
Alabama,Private,2005,White,142572,27981.333333333332,58098
Alabama,Private,2009,American Indian / Alaska Native,142572,30964.0,708
Alabama,Private,2009,Asian,142572,30964.0,1434
Alabama,Private,2009,Black,142572,30964.0,67014
Alabama,Private,2009,Hispanic,142572,30964.0,3528
Alabama,Private,2009,Native Hawaiian / Pacific Islander,142572,30964.0,54
Alabama,Private,2009,Non-Resident Foreign,142572,30964.0,2796
Alabama,Private,2009,Total Minority,142572,30964.0,74118
Alabama,Private,2009,Two Or More Races,142572,30964.0,1380
Alabama,Private,2009,White,142572,30964.0,58098
Alabama,Private,2013,American Indian / Alaska Native,142572,32681.0,708
Alabama,Private,2013,Asian,142572,32681.0,1434
Alabama,Private,2013,Black,142572,32681.0,67014
Alabama,Private,2013,Hispanic,142572,32681.0,3528
Alabama,Private,2013,Native Hawaiian / Pacific Islander,142572,32681.0,54
Alabama,Private,2013,Non-Resident Foreign,142572,32681.0,2796
Alabama,Private,2013,Total Minority,142572,32681.0,74118
Alabama,Private,2013,Two Or More Races,142572,32681.0,1380
Alabama,Private,2013,White,142572,32681.0,58098
Alabama,Private,2014,American Indian / Alaska Native,142572,33665.333333333336,708
Alabama,Private,2014,Asian,142572,33665.333333333336,1434
Alabama,Private,2014,Black,142572,33665.333333333336,67014
Alabama,Private,2014,Hispanic,142572,33665.333333333336,3528
Alabama,Private,2014,Native Hawaiian / Pacific Islander,142572,33665.333333333336,54
Alabama,Private,2014,Non-Resident Foreign,142572,33665.333333333336,2796
Alabama,Private,2014,Total Minority,142572,33665.333333333336,74118
Alabama,Private,2014,Two Or More Races,142572,33665.333333333336,1380
Alabama,Private,2014,White,142572,33665.333333333336,58098
Alabama,Private,2015,American Indian / Alaska Native,142572,34624.0,708
Alabama,Private,2015,Asian,142572,34624.0,1434
Alabama,Private,2015,Black,142572,34624.0,67014
Alabama,Private,2015,Hispanic,142572,34624.0,3528
Alabama,Private,2015,Native Hawaiian / Pacific Islander,142572,34624.0,54
Alabama,Private,2015,Non-Resident Foreign,142572,34624.0,2796
Alabama,Private,2015,Total Minority,142572,34624.0,74118
Alabama,Private,2015,Two Or More Races,142572,34624.0,1380
Alabama,Private,2015,White,142572,34624.0,58098
Alabama,Private,2016,American Indian / Alaska Native,142572,35758.333333333336,708
Alabama,Private,2016,Asian,142572,35758.333333333336,1434
Alabama,Private,2016,Black,142572,35758.333333333336,67014
Alabama,Private,2016,Hispanic,142572,35758.333333333336,3528
Alabama,Private,2016,Native Hawaiian / Pacific Islander,142572,35758.333333333336,54
Alabama,Private,2016,Non-Resident Foreign,142572,35758.333333333336,2796
Alabama,Private,2016,Total Minority,142572,35758.333333333336,74118
Alabama,Private,2016,Two Or More Races,142572,35758.333333333336,1380
Alabama,Private,2016,White,142572,35758.333333333336,58098
Alabama,Public,1985,American Indian / Alaska Native,1038948,5604.333333333333,7614
Alabama,Public,1985,Asian,1038948,5604.333333333333,20388
Alabama,Public,1985,Black,1038948,5604.333333333333,256938
Alabama,Public,1985,Hispanic,1038948,5604.333333333333,28122
Alabama,Public,1985,Native Hawaiian / Pacific Islander,1038948,5604.333333333333,900
Alabama,Public,1985,Non-Resident Foreign,1038948,5604.333333333333,28962
Alabama,Public,1985,Total Minority,1038948,5604.333333333333,331692
Alabama,Public,1985,Two Or More Races,1038948,5604.333333333333,17730
Alabama,Public,1985,White,1038948,5604.333333333333,652572
Alabama,Public,1995,American Indian / Alaska Native,1038948,7491.833333333333,7614
Alabama,Public,1995,Asian,1038948,7491.833333333333,20388
Alabama,Public,1995,Black,1038948,7491.833333333333,256938
Alabama,Public,1995,Hispanic,1038948,7491.833333333333,28122
Alabama,Public,1995,Native Hawaiian / Pacific Islander,1038948,7491.833333333333,900
Alabama,Public,1995,Non-Resident Foreign,1038948,7491.833333333333,28962
Alabama,Public,1995,Total Minority,1038948,7491.833333333333,331692
Alabama,Public,1995,Two Or More Races,1038948,7491.833333333333,17730
Alabama,Public,1995,White,1038948,7491.833333333333,652572
Alabama,Public,2000,American Indian / Alaska Native,1038948,8381.833333333334,7614
Alabama,Public,2000,Asian,1038948,8381.833333333334,20388
Alabama,Public,2000,Black,1038948,8381.833333333334,256938
Alabama,Public,2000,Hispanic,1038948,8381.833333333334,28122
Alabama,Public,2000,Native Hawaiian / Pacific Islander,1038948,8381.833333333334,900
Alabama,Public,2000,Non-Resident Foreign,1038948,8381.833333333334,28962
Alabama,Public,2000,Total Minority,1038948,8381.833333333334,331692
Alabama,Public,2000,Two Or More Races,1038948,8381.833333333334,17730
Alabama,Public,2000,White,1038948,8381.833333333334,652572
Alabama,Public,2001,American Indian / Alaska Native,1038948,8799.666666666666,7614
Alabama,Public,2001,Asian,1038948,8799.666666666666,20388
Alabama,Public,2001,Black,1038948,8799.666666666666,256938
Alabama,Public,2001,Hispanic,1038948,8799.666666666666,28122
Alabama,Public,2001,Native Hawaiian / Pacific Islander,1038948,8799.666666666666,900
Alabama,Public,2001,Non-Resident Foreign,1038948,8799.666666666666,28962
Alabama,Public,2001,Total Minority,1038948,8799.666666666666,331692
Alabama,Public,2001,Two Or More Races,1038948,8799.666666666666,17730
Alabama,Public,2001,White,1038948,8799.666666666666,652572
Alabama,Public,2002,American Indian / Alaska Native,1038948,9287.333333333334,7614
Alabama,Public,2002,Asian,1038948,9287.333333333334,20388
Alabama,Public,2002,Black,1038948,9287.333333333334,256938
Alabama,Public,2002,Hispanic,1038948,9287.333333333334,28122
Alabama,Public,2002,Native Hawaiian / Pacific Islander,1038948,9287.333333333334,900
Alabama,Public,2002,Non-Resident Foreign,1038948,9287.333333333334,28962
Alabama,Public,2002,Total Minority,1038948,9287.333333333334,331692
Alabama,Public,2002,Two Or More Races,1038948,9287.333333333334,17730
Alabama,Public,2002,White,1038948,9287.333333333334,652572
Alabama,Public,2003,American Indian / Alaska Native,1038948,9958.166666666666,7614
Alabama,Public,2003,Asian,1038948,9958.166666666666,20388
Alabama,Public,2003,Black,1038948,9958.166666666666,256938
Alabama,Public,2003,Hispanic,1038948,9958.166666666666,28122
Alabama,Public,2003,Native Hawaiian / Pacific Islander,1038948,9958.166666666666,900
Alabama,Public,2003,Non-Resident Foreign,1038948,9958.166666666666,28962
Alabama,Public,2003,Total Minority,1038948,9958.166666666666,331692
Alabama,Public,2003,Two Or More Races,1038948,9958.166666666666,17730
Alabama,Public,2003,White,1038948,9958.166666666666,652572
Alabama,Public,2004,American Indian / Alaska Native,1038948,10447.5,7614
Alabama,Public,2004,Asian,1038948,10447.5,20388
Alabama,Public,2004,Black,1038948,10447.5,256938
Alabama,Public,2004,Hispanic,1038948,10447.5,28122
Alabama,Public,2004,Native Hawaiian / Pacific Islander,1038948,10447.5,900
Alabama,Public,2004,Non-Resident Foreign,1038948,10447.5,28962
Alabama,Public,2004,Total Minority,1038948,10447.5,331692
Alabama,Public,2004,Two Or More Races,1038948,10447.5,17730
Alabama,Public,2004,White,1038948,10447.5,652572
Alabama,Public,2005,American Indian / Alaska Native,1038948,10747.166666666666,7614
Alabama,Public,2005,Asian,1038948,10747.166666666666,20388
Alabama,Public,2005,Black,1038948,10747.166666666666,256938
Alabama,Public,2005,Hispanic,1038948,10747.166666666666,28122
Alabama,Public,2005,Native Hawaiian / Pacific Islander,1038948,10747.166666666666,900
Alabama,Public,2005,Non-Resident Foreign,1038948,10747.166666666666,28962
Alabama,Public,2005,Total Minority,1038948,10747.166666666666,331692
Alabama,Public,2005,Two Or More Races,1038948,10747.166666666666,17730
Alabama,Public,2005,White,1038948,10747.166666666666,652572
Alabama,Public,2012,American Indian / Alaska Native,1038948,14144.833333333334,7614
Alabama,Public,2012,Asian,1038948,14144.833333333334,20388
Alabama,Public,2012,Black,1038948,14144.833333333334,256938
Alabama,Public,2012,Hispanic,1038948,14144.833333333334,28122
Alabama,Public,2012,Native Hawaiian / Pacific Islander,1038948,14144.833333333334,900
Alabama,Public,2012,Non-Resident Foreign,1038948,14144.833333333334,28962
Alabama,Public,2012,Total Minority,1038948,14144.833333333334,331692
Alabama,Public,2012,Two Or More Races,1038948,14144.833333333334,17730
Alabama,Public,2012,White,1038948,14144.833333333334,652572
Alabama,Public,2013,American Indian / Alaska Native,1038948,14571.666666666666,7614
Alabama,Public,2013,Asian,1038948,14571.666666666666,20388
Alabama,Public,2013,Black,1038948,14571.666666666666,256938
Alabama,Public,2013,Hispanic,1038948,14571.666666666666,28122
Alabama,Public,2013,Native Hawaiian / Pacific Islander,1038948,14571.666666666666,900
Alabama,Public,2013,Non-Resident Foreign,1038948,14571.666666666666,28962
Alabama,Public,2013,Total Minority,1038948,14571.666666666666,331692
Alabama,Public,2013,Two Or More Races,1038948,14571.666666666666,17730
Alabama,Public,2013,White,1038948,14571.666666666666,652572
Alabama,Public,2014,American Indian / Alaska Native,1038948,14988.666666666666,7614
Alabama,Public,2014,Asian,1038948,14988.666666666666,20388
Alabama,Public,2014,Black,1038948,14988.666666666666,256938
Alabama,Public,2014,Hispanic,1038948,14988.666666666666,28122
Alabama,Public,2014,Native Hawaiian / Pacific Islander,1038948,14988.666666666666,900
Alabama,Public,2014,Non-Resident Foreign,1038948,14988.666666666666,28962
Alabama,Public,2014,Total Minority,1038948,14988.666666666666,331692
Alabama,Public,2014,Two Or More Races,1038948,14988.666666666666,17730
Alabama,Public,2014,White,1038948,14988.666666666666,652572
Alabama,Public,2015,American Indian / Alaska Native,1038948,15435.666666666666,7614
Alabama,Public,2015,Asian,1038948,15435.666666666666,20388
Alabama,Public,2015,Black,1038948,15435.666666666666,256938
Alabama,Public,2015,Hispanic,1038948,15435.666666666666,28122
Alabama,Public,2015,Native Hawaiian / Pacific Islander,1038948,15435.666666666666,900
Alabama,Public,2015,Non-Resident Foreign,1038948,15435.666666666666,28962
Alabama,Public,2015,Total Minority,1038948,15435.666666666666,331692
Alabama,Public,2015,Two Or More Races,1038948,15435.666666666666,17730
Alabama,Public,2015,White,1038948,15435.666666666666,652572
Alabama,Public,2016,American Indian / Alaska Native,1038948,15605.333333333334,7614
Alabama,Public,2016,Asian,1038948,15605.333333333334,20388
Alabama,Public,2016,Black,1038948,15605.333333333334,256938
Alabama,Public,2016,Hispanic,1038948,15605.333333333334,28122
Alabama,Public,2016,Native Hawaiian / Pacific Islander,1038948,15605.333333333334,900
Alabama,Public,2016,Non-Resident Foreign,1038948,15605.333333333334,28962
Alabama,Public,2016,Total Minority,1038948,15605.333333333334,331692
Alabama,Public,2016,Two Or More Races,1038948,15605.333333333334,17730
Alabama,Public,2016,White,1038948,15605.333333333334,652572
Alaska,Private,1985,American Indian / Alaska Native,3750,13256.0,540
Alaska,Private,1985,Asian,3750,13256.0,60
Alaska,Private,1985,Black,3750,13256.0,78
Alaska,Private,1985,Hispanic,3750,13256.0,96
Alaska,Private,1985,Native Hawaiian / Pacific Islander,3750,13256.0,24
Alaska,Private,1985,Non-Resident Foreign,3750,13256.0,0
Alaska,Private,1985,Total Minority,3750,13256.0,1050
Alaska,Private,1985,Two Or More Races,3750,13256.0,252
Alaska,Private,1985,White,3750,13256.0,2172
Alaska,Private,1995,American Indian / Alaska Native,3750,19872.0,540
Alaska,Private,1995,Asian,3750,19872.0,60
Alaska,Private,1995,Black,3750,19872.0,78
Alaska,Private,1995,Hispanic,3750,19872.0,96
Alaska,Private,1995,Native Hawaiian / Pacific Islander,3750,19872.0,24
Alaska,Private,1995,Non-Resident Foreign,3750,19872.0,0
Alaska,Private,1995,Total Minority,3750,19872.0,1050
Alaska,Private,1995,Two Or More Races,3750,19872.0,252
Alaska,Private,1995,White,3750,19872.0,2172
Alaska,Private,2000,American Indian / Alaska Native,3750,23117.833333333332,540
Alaska,Private,2000,Asian,3750,23117.833333333332,60
Alaska,Private,2000,Black,3750,23117.833333333332,78
Alaska,Private,2000,Hispanic,3750,23117.833333333332,96
Alaska,Private,2000,Native Hawaiian / Pacific Islander,3750,23117.833333333332,24
Alaska,Private,2000,Non-Resident Foreign,3750,23117.833333333332,0
Alaska,Private,2000,Total Minority,3750,23117.833333333332,1050
Alaska,Private,2000,Two Or More Races,3750,23117.833333333332,252
Alaska,Private,2000,White,3750,23117.833333333332,2172
Alaska,Private,2001,American Indian / Alaska Native,3750,24064.166666666668,540
Alaska,Private,2001,Asian,3750,24064.166666666668,60
Alaska,Private,2001,Black,3750,24064.166666666668,78
Alaska,Private,2001,Hispanic,3750,24064.166666666668,96
Alaska,Private,2001,Native Hawaiian / Pacific Islander,3750,24064.166666666668,24
Alaska,Private,2001,Non-Resident Foreign,3750,24064.166666666668,0
Alaska,Private,2001,Total Minority,3750,24064.166666666668,1050
Alaska,Private,2001,Two Or More Races,3750,24064.166666666668,252
Alaska,Private,2001,White,3750,24064.166666666668,2172
Alaska,Private,2002,American Indian / Alaska Native,3750,25222.166666666668,540
Alaska,Private,2002,Asian,3750,25222.166666666668,60
Alaska,Private,2002,Black,3750,25222.166666666668,78
Alaska,Private,2002,Hispanic,3750,25222.166666666668,96
Alaska,Private,2002,Native Hawaiian / Pacific Islander,3750,25222.166666666668,24
Alaska,Private,2002,Non-Resident Foreign,3750,25222.166666666668,0
Alaska,Private,2002,Total Minority,3750,25222.166666666668,1050
Alaska,Private,2002,Two Or More Races,3750,25222.166666666668,252
Alaska,Private,2002,White,3750,25222.166666666668,2172
Alaska,Private,2003,American Indian / Alaska Native,3750,26592.333333333332,540
Alaska,Private,2003,Asian,3750,26592.333333333332,60
Alaska,Private,2003,Black,3750,26592.333333333332,78
Alaska,Private,2003,Hispanic,3750,26592.333333333332,96
Alaska,Private,2003,Native Hawaiian / Pacific Islander,3750,26592.333333333332,24
Alaska,Private,2003,Non-Resident Foreign,3750,26592.333333333332,0
Alaska,Private,2003,Total Minority,3750,26592.333333333332,1050
Alaska,Private,2003,Two Or More Races,3750,26592.333333333332,252
Alaska,Private,2003,White,3750,26592.333333333332,2172
Alaska,Private,2004,American Indian / Alaska Native,3750,27331.5,540
Alaska,Private,2004,Asian,3750,27331.5,60
Alaska,Private,2004,Black,3750,27331.5,78
Alaska,Private,2004,Hispanic,3750,27331.5,96
Alaska,Private,2004,Native Hawaiian / Pacific Islander,3750,27331.5,24
Alaska,Private,2004,Non-Resident Foreign,3750,27331.5,0
Alaska,Private,2004,Total Minority,3750,27331.5,1050
Alaska,Private,2004,Two Or More Races,3750,27331.5,252
Alaska,Private,2004,White,3750,27331.5,2172
Alaska,Private,2005,American Indian / Alaska Native,3750,27981.333333333332,540
Alaska,Private,2005,Asian,3750,27981.333333333332,60
Alaska,Private,2005,Black,3750,27981.333333333332,78
Alaska,Private,2005,Hispanic,3750,27981.333333333332,96
Alaska,Private,2005,Native Hawaiian / Pacific Islander,3750,27981.333333333332,24
Alaska,Private,2005,Non-Resident Foreign,3750,27981.333333333332,0
Alaska,Private,2005,Total Minority,3750,27981.333333333332,1050
Alaska,Private,2005,Two Or More Races,3750,27981.333333333332,252
Alaska,Private,2005,White,3750,27981.333333333332,2172
Alaska,Private,2009,American Indian / Alaska Native,3750,30964.0,540
Alaska,Private,2009,Asian,3750,30964.0,60
Alaska,Private,2009,Black,3750,30964.0,78
Alaska,Private,2009,Hispanic,3750,30964.0,96
Alaska,Private,2009,Native Hawaiian / Pacific Islander,3750,30964.0,24
Alaska,Private,2009,Non-Resident Foreign,3750,30964.0,0
Alaska,Private,2009,Total Minority,3750,30964.0,1050
Alaska,Private,2009,Two Or More Races,3750,30964.0,252
Alaska,Private,2009,White,3750,30964.0,2172
Alaska,Private,2013,American Indian / Alaska Native,3750,32681.0,540
Alaska,Private,2013,Asian,3750,32681.0,60
Alaska,Private,2013,Black,3750,32681.0,78
Alaska,Private,2013,Hispanic,3750,32681.0,96
Alaska,Private,2013,Native Hawaiian / Pacific Islander,3750,32681.0,24
Alaska,Private,2013,Non-Resident Foreign,3750,32681.0,0
Alaska,Private,2013,Total Minority,3750,32681.0,1050
Alaska,Private,2013,Two Or More Races,3750,32681.0,252
Alaska,Private,2013,White,3750,32681.0,2172
Alaska,Private,2014,American Indian / Alaska Native,3750,33665.333333333336,540
Alaska,Private,2014,Asian,3750,33665.333333333336,60
Alaska,Private,2014,Black,3750,33665.333333333336,78
Alaska,Private,2014,Hispanic,3750,33665.333333333336,96
Alaska,Private,2014,Native Hawaiian / Pacific Islander,3750,33665.333333333336,24
Alaska,Private,2014,Non-Resident Foreign,3750,33665.333333333336,0
Alaska,Private,2014,Total Minority,3750,33665.333333333336,1050
Alaska,Private,2014,Two Or More Races,3750,33665.333333333336,252
Alaska,Private,2014,White,3750,33665.333333333336,2172
Alaska,Private,2015,American Indian / Alaska Native,3750,34624.0,540
Alaska,Private,2015,Asian,3750,34624.0,60
Alaska,Private,2015,Black,3750,34624.0,78
Alaska,Private,2015,Hispanic,3750,34624.0,96
Alaska,Private,2015,Native Hawaiian / Pacific Islander,3750,34624.0,24
Alaska,Private,2015,Non-Resident Foreign,3750,34624.0,0
Alaska,Private,2015,Total Minority,3750,34624.0,1050
Alaska,Private,2015,Two Or More Races,3750,34624.0,252
Alaska,Private,2015,White,3750,34624.0,2172
Alaska,Private,2016,American Indian / Alaska Native,3750,35758.333333333336,540
Alaska,Private,2016,Asian,3750,35758.333333333336,60
Alaska,Private,2016,Black,3750,35758.333333333336,78
Alaska,Private,2016,Hispanic,3750,35758.333333333336,96
Alaska,Private,2016,Native Hawaiian / Pacific Islander,3750,35758.333333333336,24
Alaska,Private,2016,Non-Resident Foreign,3750,35758.333333333336,0
Alaska,Private,2016,Total Minority,3750,35758.333333333336,1050
Alaska,Private,2016,Two Or More Races,3750,35758.333333333336,252
Alaska,Private,2016,White,3750,35758.333333333336,2172
Alaska,Public,1985,American Indian / Alaska Native,1458,5604.333333333333,804
Alaska,Public,1985,Asian,1458,5604.333333333333,132
Alaska,Public,1985,Black,1458,5604.333333333333,36
Alaska,Public,1985,Hispanic,1458,5604.333333333333,30
Alaska,Public,1985,Native Hawaiian / Pacific Islander,1458,5604.333333333333,54
Alaska,Public,1985,Non-Resident Foreign,1458,5604.333333333333,24
Alaska,Public,1985,Total Minority,1458,5604.333333333333,1056
Alaska,Public,1985,Two Or More Races,1458,5604.333333333333,0
Alaska,Public,1985,White,1458,5604.333333333333,366
Alaska,Public,1995,American Indian / Alaska Native,1458,7491.833333333333,804
Alaska,Public,1995,Asian,1458,7491.833333333333,132
Alaska,Public,1995,Black,1458,7491.833333333333,36
Alaska,Public,1995,Hispanic,1458,7491.833333333333,30
Alaska,Public,1995,Native Hawaiian / Pacific Islander,1458,7491.833333333333,54
Alaska,Public,1995,Non-Resident Foreign,1458,7491.833333333333,24
Alaska,Public,1995,Total Minority,1458,7491.833333333333,1056
Alaska,Public,1995,Two Or More Races,1458,7491.833333333333,0
Alaska,Public,1995,White,1458,7491.833333333333,366
Alaska,Public,2000,American Indian / Alaska Native,1458,8381.833333333334,804
Alaska,Public,2000,Asian,1458,8381.833333333334,132
Alaska,Public,2000,Black,1458,8381.833333333334,36
Alaska,Public,2000,Hispanic,1458,8381.833333333334,30
Alaska,Public,2000,Native Hawaiian / Pacific Islander,1458,8381.833333333334,54
Alaska,Public,2000,Non-Resident Foreign,1458,8381.833333333334,24
Alaska,Public,2000,Total Minority,1458,8381.833333333334,1056
Alaska,Public,2000,Two Or More Races,1458,8381.833333333334,0
Alaska,Public,2000,White,1458,8381.833333333334,366
Alaska,Public,2001,American Indian / Alaska Native,1458,8799.666666666666,804
Alaska,Public,2001,Asian,1458,8799.666666666666,132
Alaska,Public,2001,Black,1458,8799.666666666666,36
Alaska,Public,2001,Hispanic,1458,8799.666666666666,30
Alaska,Public,2001,Native Hawaiian / Pacific Islander,1458,8799.666666666666,54
Alaska,Public,2001,Non-Resident Foreign,1458,8799.666666666666,24
Alaska,Public,2001,Total Minority,1458,8799.666666666666,1056
Alaska,Public,2001,Two Or More Races,1458,8799.666666666666,0
Alaska,Public,2001,White,1458,8799.666666666666,366
Alaska,Public,2002,American Indian / Alaska Native,1458,9287.333333333334,804
Alaska,Public,2002,Asian,1458,9287.333333333334,132
Alaska,Public,2002,Black,1458,9287.333333333334,36
Alaska,Public,2002,Hispanic,1458,9287.333333333334,30
Alaska,Public,2002,Native Hawaiian / Pacific Islander,1458,9287.333333333334,54
Alaska,Public,2002,Non-Resident Foreign,1458,9287.333333333334,24
Alaska,Public,2002,Total Minority,1458,9287.333333333334,1056
Alaska,Public,2002,Two Or More Races,1458,9287.333333333334,0
Alaska,Public,2002,White,1458,9287.333333333334,366
Alaska,Public,2003,American Indian / Alaska Native,1458,9958.166666666666,804
Alaska,Public,2003,Asian,1458,9958.166666666666,132
Alaska,Public,2003,Black,1458,9958.166666666666,36
Alaska,Public,2003,Hispanic,1458,9958.166666666666,30
Alaska,Public,2003,Native Hawaiian / Pacific Islander,1458,9958.166666666666,54
Alaska,Public,2003,Non-Resident Foreign,1458,9958.166666666666,24
Alaska,Public,2003,Total Minority,1458,9958.166666666666,1056
Alaska,Public,2003,Two Or More Races,1458,9958.166666666666,0
Alaska,Public,2003,White,1458,9958.166666666666,366
Alaska,Public,2004,American Indian / Alaska Native,1458,10447.5,804
Alaska,Public,2004,Asian,1458,10447.5,132
Alaska,Public,2004,Black,1458,10447.5,36
Alaska,Public,2004,Hispanic,1458,10447.5,30
Alaska,Public,2004,Native Hawaiian / Pacific Islander,1458,10447.5,54
Alaska,Public,2004,Non-Resident Foreign,1458,10447.5,24
Alaska,Public,2004,Total Minority,1458,10447.5,1056
Alaska,Public,2004,Two Or More Races,1458,10447.5,0
Alaska,Public,2004,White,1458,10447.5,366
Alaska,Public,2005,American Indian / Alaska Native,1458,10747.166666666666,804
Alaska,Public,2005,Asian,1458,10747.166666666666,132
Alaska,Public,2005,Black,1458,10747.166666666666,36
Alaska,Public,2005,Hispanic,1458,10747.166666666666,30
Alaska,Public,2005,Native Hawaiian / Pacific Islander,1458,10747.166666666666,54
Alaska,Public,2005,Non-Resident Foreign,1458,10747.166666666666,24
Alaska,Public,2005,Total Minority,1458,10747.166666666666,1056
Alaska,Public,2005,Two Or More Races,1458,10747.166666666666,0
Alaska,Public,2005,White,1458,10747.166666666666,366
Alaska,Public,2012,American Indian / Alaska Native,1458,14144.833333333334,804
Alaska,Public,2012,Asian,1458,14144.833333333334,132
Alaska,Public,2012,Black,1458,14144.833333333334,36
Alaska,Public,2012,Hispanic,1458,14144.833333333334,30
Alaska,Public,2012,Native Hawaiian / Pacific Islander,1458,14144.833333333334,54
Alaska,Public,2012,Non-Resident Foreign,1458,14144.833333333334,24
Alaska,Public,2012,Total Minority,1458,14144.833333333334,1056
Alaska,Public,2012,Two Or More Races,1458,14144.833333333334,0
Alaska,Public,2012,White,1458,14144.833333333334,366
Alaska,Public,2013,American Indian / Alaska Native,1458,14571.666666666666,804
Alaska,Public,2013,Asian,1458,14571.666666666666,132
Alaska,Public,2013,Black,1458,14571.666666666666,36
Alaska,Public,2013,Hispanic,1458,14571.666666666666,30
Alaska,Public,2013,Native Hawaiian / Pacific Islander,1458,14571.666666666666,54
Alaska,Public,2013,Non-Resident Foreign,1458,14571.666666666666,24
Alaska,Public,2013,Total Minority,1458,14571.666666666666,1056
Alaska,Public,2013,Two Or More Races,1458,14571.666666666666,0
Alaska,Public,2013,White,1458,14571.666666666666,366
Alaska,Public,2014,American Indian / Alaska Native,1458,14988.666666666666,804
